,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case1494,case2-60-1-0-2-2-0-12-1-0-8,85.95,91.82,93.05,93.73,94.15
case1495,case2-60-1-0-2-8-0-4-0-0-8,46.14,54.83,46.94,43.39,38.41
case1496,case2-60-1-0-2-8-0-4-1-0-8,67.50,73.44,72.28,71.00,69.42
case1497,case2-60-1-0-2-8-0-8-0-0-8,50.30,57.76,50.50,47.17,42.46
case1498,case2-60-1-0-2-8-0-8-1-0-8,70.00,75.75,73.95,72.33,71.24
case1499,case2-60-1-0-2-8-0-12-0-0-8,60.43,67.41,65.16,59.48,54.76
case1500,case2-60-1-0-2-8-0-12-1-0-8,74.48,81.03,79.12,79.54,77.83
case1501,case2-60-1-1-1-2-1-4-0-0-8,63.53,72.79,78.96,82.74,84.26
case1502,case2-60-1-1-1-2-1-4-1-0-8,71.11,77.51,82.72,85.76,87.02
case1503,case2-60-1-1-1-2-1-8-0-0-8,67.62,75.65,81.31,84.72,86.08
case1504,case2-60-1-1-1-2-1-8-1-0-8,74.82,79.82,84.63,87.38,88.54
case1505,case2-60-1-1-1-2-1-12-0-0-8,73.59,79.97,84.78,87.56,88.71
case1506,case2-60-1-1-1-2-1-12-1-0-8,79.32,83.15,87.30,89.65,90.63
case1507,case2-60-1-1-1-8-1-4-0-0-8,46.93,66.71,80.50,85.33,87.03
case1508,case2-60-1-1-1-8-1-4-1-0-8,53.73,70.79,82.69,87.00,88.69
case1509,case2-60-1-1-1-8-1-8-0-0-8,50.34,68.26,81.24,85.92,87.47
case1510,case2-60-1-1-1-8-1-8-1-0-8,55.92,72.05,83.36,87.49,89.09
case1511,case2-60-1-1-1-8-1-12-0-0-8,54.26,70.89,82.76,87.00,88.45
case1512,case2-60-1-1-1-8-1-12-1-0-8,59.22,74.20,84.57,88.40,89.88
case1513,case2-60-1-1-2-2-1-4-0-0-8,75.23,79.32,79.58,80.38,80.50
case1514,case2-60-1-1-2-2-1-4-1-0-8,80.61,88.43,89.81,90.77,91.22
case1515,case2-60-1-1-2-2-1-8-0-0-8,78.40,82.38,82.04,82.39,82.38
case1516,case2-60-1-1-2-2-1-8-1-0-8,83.84,90.00,91.26,92.00,92.43
case1517,case2-60-1-1-2-2-1-12-0-0-8,78.67,88.50,88.13,88.15,87.88
case1518,case2-60-1-1-2-2-1-12-1-0-8,88.60,92.50,93.45,94.07,94.42
case1519,case2-60-1-1-2-8-1-4-0-0-8,43.94,54.27,46.52,43.04,38.18
case1520,case2-60-1-1-2-8-1-4-1-0-8,68.02,73.58,72.26,70.83,69.24
case1521,case2-60-1-1-2-8-1-8-0-0-8,48.99,57.35,50.37,46.63,41.76
case1522,case2-60-1-1-2-8-1-8-1-0-8,70.89,75.82,73.92,72.27,71.11
case1523,case2-60-1-1-2-8-1-12-0-0-8,58.78,66.94,64.91,58.68,54.32
case1524,case2-60-1-1-2-8-1-12-1-0-8,75.68,81.23,79.21,79.41,77.73
case1525,case3-50-0-0-1-2-0-4-0-0-8,38.58,38.57,36.49,37.79,30.23
case1526,case3-50-0-0-1-2-0-4-1-0-8,53.26,54.28,55.68,60.82,60.46
case1527,case3-50-0-0-1-2-0-8-0-0-8,47.31,48.11,51.67,62.78,62.72
case1528,case3-50-0-0-1-2-0-8-1-0-8,59.37,60.88,63.65,72.24,74.91
case1529,case3-50-0-0-1-2-0-12-0-0-8,55.95,56.66,58.92,66.10,68.58
case1530,case3-50-0-0-1-2-0-12-1-0-8,66.22,66.94,68.68,74.72,77.40
case1531,case3-50-0-0-1-8-0-4-0-0-8,19.92,18.83,17.81,17.29,12.13
case1532,case3-50-0-0-1-8-0-4-1-0-8,31.52,33.72,36.07,38.86,44.28
case1533,case3-50-0-0-1-8-0-8-0-0-8,25.54,24.79,24.09,24.39,27.02
case1534,case3-50-0-0-1-8-0-8-1-0-8,36.33,38.12,40.39,43.21,51.24
case1535,case3-50-0-0-1-8-0-12-0-0-8,32.88,31.22,31.05,31.02,33.12
case1536,case3-50-0-0-1-8-0-12-1-0-8,41.53,42.93,45.20,47.77,55.03
case1537,case3-50-0-0-2-2-0-4-0-0-8,67.12,69.07,60.51,39.58,12.53
case1538,case3-50-0-0-2-2-0-4-1-0-8,82.02,82.68,76.97,70.14,61.91
case1539,case3-50-0-0-2-2-0-8-0-0-8,76.32,78.22,75.11,67.55,52.03
case1540,case3-50-0-0-2-2-0-8-1-0-8,85.15,86.40,82.98,78.79,74.11
case1541,case3-50-0-0-2-2-0-12-0-0-8,79.86,80.10,72.10,63.80,53.23
case1542,case3-50-0-0-2-2-0-12-1-0-8,86.90,86.92,82.84,78.50,74.13
case1543,case3-50-0-0-2-8-0-4-0-0-8,44.01,48.49,45.62,43.91,40.30
case1544,case3-50-0-0-2-8-0-4-1-0-8,73.86,73.44,71.96,68.39,66.23
case1545,case3-50-0-0-2-8-0-8-0-0-8,54.37,55.55,51.41,49.08,46.62
case1546,case3-50-0-0-2-8-0-8-1-0-8,75.47,75.28,73.90,70.66,68.65
case1547,case3-50-0-0-2-8-0-12-0-0-8,63.56,65.93,62.05,58.86,54.10
case1548,case3-50-0-0-2-8-0-12-1-0-8,79.32,80.44,79.41,77.89,74.16
case1549,case3-50-0-0-3-2-0-4-0-0-8,39.11,54.98,64.92,69.50,70.73
case1550,case3-50-0-0-3-2-0-4-1-0-8,46.90,64.76,72.44,75.30,77.12
case1551,case3-50-0-0-3-2-0-8-0-0-8,39.03,55.28,65.37,69.82,71.40
case1552,case3-50-0-0-3-2-0-8-1-0-8,47.16,65.26,72.87,75.77,77.31
case1553,case3-50-0-0-3-2-0-12-0-0-8,44.27,59.56,69.54,74.05,76.26
case1554,case3-50-0-0-3-2-0-12-1-0-8,51.21,68.21,75.51,78.67,79.79
case1555,case3-50-0-0-3-8-0-4-0-0-8,1.98,28.34,43.52,43.26,43.35
case1556,case3-50-0-0-3-8-0-4-1-0-8,2.42,50.39,56.29,58.67,54.96
case1557,case3-50-0-0-3-8-0-8-0-0-8,1.78,26.30,43.34,44.11,44.36
case1558,case3-50-0-0-3-8-0-8-1-0-8,5.15,48.38,55.97,59.16,55.85
case1559,case3-50-0-0-3-8-0-12-0-0-8,4.71,28.92,47.52,51.98,51.61
case1560,case3-50-0-0-3-8-0-12-1-0-8,8.08,49.54,58.00,63.06,61.56
case1561,case3-50-0-1-1-2-1-4-0-0-8,50.13,50.94,46.98,38.27,29.80
case1562,case3-50-0-1-1-2-1-4-1-0-8,63.85,64.26,63.48,61.24,60.31
case1563,case3-50-0-1-1-2-1-8-0-0-8,57.38,58.01,59.96,63.27,62.51
case1564,case3-50-0-1-1-2-1-8-1-0-8,69.41,69.34,70.22,72.55,74.93
case1565,case3-50-0-1-1-2-1-12-0-0-8,63.92,65.03,65.70,66.37,68.59
case1566,case3-50-0-1-1-2-1-12-1-0-8,72.93,73.72,73.98,75.06,77.32
case1567,case3-50-0-1-1-8-1-4-0-0-8,31.35,46.27,53.77,52.66,33.25
case1568,case3-50-0-1-1-8-1-4-1-0-8,41.24,56.63,64.18,65.05,57.50
case1569,case3-50-0-1-1-8-1-8-0-0-8,36.55,50.13,57.39,56.74,44.83
case1570,case3-50-0-1-1-8-1-8-1-0-8,45.39,59.48,66.50,67.49,62.84
case1571,case3-50-0-1-1-8-1-12-0-0-8,42.06,54.41,61.30,60.64,49.03
case1572,case3-50-0-1-1-8-1-12-1-0-8,49.77,62.67,69.29,70.09,65.78
case1573,case3-50-0-1-2-2-1-4-0-0-8,67.70,69.10,60.58,39.54,12.41
case1574,case3-50-0-1-2-2-1-4-1-0-8,82.79,82.90,76.98,70.14,61.85
case1575,case3-50-0-1-2-2-1-8-0-0-8,76.79,78.45,75.22,67.59,52.02
case1576,case3-50-0-1-2-2-1-8-1-0-8,85.93,86.65,83.02,78.81,74.13
case1577,case3-50-0-1-2-2-1-12-0-0-8,80.02,80.26,72.11,63.78,53.17
case1578,case3-50-0-1-2-2-1-12-1-0-8,87.52,87.00,82.89,78.52,74.10
case1579,case3-50-0-1-2-8-1-4-0-0-8,44.13,47.92,45.60,43.87,40.45
case1580,case3-50-0-1-2-8-1-4-1-0-8,75.01,73.21,71.99,68.51,66.37
case1581,case3-50-0-1-2-8-1-8-0-0-8,54.46,54.90,51.25,49.11,46.64
case1582,case3-50-0-1-2-8-1-8-1-0-8,76.55,75.10,73.98,70.78,68.84
case1583,case3-50-0-1-2-8-1-12-0-0-8,63.12,65.41,61.87,58.95,54.21
case1584,case3-50-0-1-2-8-1-12-1-0-8,80.61,80.44,79.42,77.95,74.16
case1585,case3-50-0-1-3-2-1-4-0-0-8,39.21,54.93,65.00,69.52,70.65
case1586,case3-50-0-1-3-2-1-4-1-0-8,47.08,64.93,72.52,75.46,77.13
case1587,case3-50-0-1-3-2-1-8-0-0-8,39.27,55.21,65.41,69.90,71.35
case1588,case3-50-0-1-3-2-1-8-1-0-8,47.52,65.51,72.90,75.87,77.34
case1589,case3-50-0-1-3-2-1-12-0-0-8,44.01,59.62,69.64,74.08,76.26
case1590,case3-50-0-1-3-2-1-12-1-0-8,50.98,68.41,75.51,78.86,79.79
case1591,case3-50-0-1-3-8-1-4-0-0-8,5.85,28.87,43.82,43.47,43.94
case1592,case3-50-0-1-3-8-1-4-1-0-8,2.96,49.86,56.43,58.85,55.25
case1593,case3-50-0-1-3-8-1-8-0-0-8,4.52,27.33,43.61,44.10,44.86
case1594,case3-50-0-1-3-8-1-8-1-0-8,2.84,49.25,56.39,59.17,56.23
case1595,case3-50-0-1-3-8-1-12-0-0-8,7.18,30.40,47.96,52.00,52.19
case1596,case3-50-0-1-3-8-1-12-1-0-8,6.53,50.70,58.15,63.08,61.78
case1597,case3-50-1-0-1-2-0-4-0-0-8,33.24,34.25,34.18,35.92,36.80
case1598,case3-50-1-0-1-2-0-4-1-0-8,42.42,42.19,42.72,44.88,46.28
case1599,case3-50-1-0-1-2-0-8-0-0-8,40.67,41.50,42.03,43.28,44.19
case1600,case3-50-1-0-1-2-0-8-1-0-8,49.57,48.77,49.54,51.50,52.54
case1601,case3-50-1-0-1-2-0-12-0-0-8,51.42,52.26,52.43,54.28,55.16
case1602,case3-50-1-0-1-2-0-12-1-0-8,59.09,57.62,58.49,60.39,61.49
case1603,case3-50-1-0-1-8-0-4-0-0-8,16.27,14.99,15.78,18.22,19.27
case1604,case3-50-1-0-1-8-0-4-1-0-8,25.11,24.16,25.47,30.03,35.03
case1605,case3-50-1-0-1-8-0-8-0-0-8,21.32,19.13,19.52,21.84,22.88
case1606,case3-50-1-0-1-8-0-8-1-0-8,28.99,27.67,28.55,32.92,37.52
case1607,case3-50-1-0-1-8-0-12-0-0-8,28.70,26.27,26.14,28.98,30.17
case1608,case3-50-1-0-1-8-0-12-1-0-8,35.58,33.64,34.00,38.03,42.07
case1609,case3-50-1-0-2-2-0-4-0-0-8,66.32,80.31,81.02,82.16,82.80
case1610,case3-50-1-0-2-2-0-4-1-0-8,75.62,88.47,90.14,91.37,92.10
case1611,case3-50-1-0-2-2-0-8-0-0-8,72.19,83.17,83.40,84.19,84.81
case1612,case3-50-1-0-2-2-0-8-1-0-8,79.33,89.92,91.50,92.53,93.07
case1613,case3-50-1-0-2-2-0-12-0-0-8,80.12,88.69,88.92,89.42,89.60
case1614,case3-50-1-0-2-2-0-12-1-0-8,84.94,92.54,93.64,94.51,94.96
case1615,case3-50-1-0-2-8-0-4-0-0-8,46.22,56.06,49.18,45.35,40.40
case1616,case3-50-1-0-2-8-0-4-1-0-8,70.19,77.61,76.78,75.30,74.02
case1617,case3-50-1-0-2-8-0-8-0-0-8,49.94,59.17,54.42,49.00,44.74
case1618,case3-50-1-0-2-8-0-8-1-0-8,72.08,79.05,78.01,76.59,75.64
case1619,case3-50-1-0-2-8-0-12-0-0-8,60.10,69.35,67.73,61.66,57.21
case1620,case3-50-1-0-2-8-0-12-1-0-8,76.80,82.71,82.57,83.01,81.62
case1621,case3-50-1-1-1-2-1-4-0-0-8,67.02,74.13,79.07,81.33,82.94
case1622,case3-50-1-1-1-2-1-4-1-0-8,72.61,77.69,82.12,84.17,85.62
case1623,case3-50-1-1-1-2-1-8-0-0-8,70.72,76.91,81.51,83.54,84.97
case1624,case3-50-1-1-1-2-1-8-1-0-8,76.24,80.38,84.18,86.05,87.30
case1625,case3-50-1-1-1-2-1-12-0-0-8,76.52,81.03,84.98,86.69,87.92
case1626,case3-50-1-1-1-2-1-12-1-0-8,80.89,83.55,86.98,88.56,89.68
case1627,case3-50-1-1-1-8-1-4-0-0-8,44.15,67.57,78.44,82.62,83.42
case1628,case3-50-1-1-1-8-1-4-1-0-8,51.01,71.45,80.99,85.10,86.69
case1629,case3-50-1-1-1-8-1-8-0-0-8,47.72,69.21,79.43,83.42,84.19
case1630,case3-50-1-1-1-8-1-8-1-0-8,53.72,72.77,81.82,85.73,87.17
case1631,case3-50-1-1-1-8-1-12-0-0-8,52.32,71.92,81.18,84.89,85.74
case1632,case3-50-1-1-1-8-1-12-1-0-8,57.28,75.00,83.23,86.83,88.12
case1633,case3-50-1-1-2-2-1-4-0-0-8,65.80,80.04,81.04,82.17,82.82
case1634,case3-50-1-1-2-2-1-4-1-0-8,78.37,88.98,90.45,91.63,92.28
case1635,case3-50-1-1-2-2-1-8-0-0-8,71.75,82.88,83.45,84.20,84.85
case1636,case3-50-1-1-2-2-1-8-1-0-8,82.21,90.38,91.81,92.74,93.26
case1637,case3-50-1-1-2-2-1-12-0-0-8,78.45,88.58,88.92,89.40,89.63
case1638,case3-50-1-1-2-2-1-12-1-0-8,87.70,92.89,93.89,94.67,95.11
case1639,case3-50-1-1-2-8-1-4-0-0-8,44.71,55.51,48.72,44.84,39.86
case1640,case3-50-1-1-2-8-1-4-1-0-8,70.44,77.53,76.80,75.18,73.82
case1641,case3-50-1-1-2-8-1-8-0-0-8,48.75,58.42,54.14,48.61,44.24
case1642,case3-50-1-1-2-8-1-8-1-0-8,72.50,78.96,78.04,76.54,75.49
case1643,case3-50-1-1-2-8-1-12-0-0-8,58.67,68.86,67.34,61.50,56.78
case1644,case3-50-1-1-2-8-1-12-1-0-8,76.90,82.64,82.55,82.87,81.48
case1645,case3-70-0-0-1-2-0-4-0-0-8,32.05,33.52,32.15,34.55,29.41
case1646,case3-70-0-0-1-2-0-4-1-0-8,47.08,48.43,50.70,55.78,55.56
case1647,case3-70-0-0-1-2-0-8-0-0-8,40.39,42.97,47.95,58.00,58.83
case1648,case3-70-0-0-1-2-0-8-1-0-8,53.34,55.28,59.85,68.37,69.96
case1649,case3-70-0-0-1-2-0-12-0-0-8,49.43,51.69,54.46,61.88,64.47
case1650,case3-70-0-0-1-2-0-12-1-0-8,59.07,60.66,64.81,71.28,72.94
case1651,case3-70-0-0-1-8-0-4-0-0-8,16.66,15.24,15.39,14.21,13.07
case1652,case3-70-0-0-1-8-0-4-1-0-8,27.90,27.65,30.63,33.33,43.21
case1653,case3-70-0-0-1-8-0-8-0-0-8,20.96,20.49,20.73,21.18,29.32
case1654,case3-70-0-0-1-8-0-8-1-0-8,31.81,31.78,34.71,37.74,49.55
case1655,case3-70-0-0-1-8-0-12-0-0-8,27.47,26.26,26.89,27.50,33.87
case1656,case3-70-0-0-1-8-0-12-1-0-8,36.79,36.73,39.53,42.17,53.02
case1657,case3-70-0-0-2-2-0-4-0-0-8,74.77,74.57,61.27,38.92,14.31
case1658,case3-70-0-0-2-2-0-4-1-0-8,82.81,83.83,78.78,70.28,62.66
case1659,case3-70-0-0-2-2-0-8-0-0-8,79.16,79.76,76.53,66.15,51.70
case1660,case3-70-0-0-2-2-0-8-1-0-8,85.22,86.78,84.05,78.53,73.56
case1661,case3-70-0-0-2-2-0-12-0-0-8,83.21,82.54,73.79,62.37,51.48
case1662,case3-70-0-0-2-2-0-12-1-0-8,86.73,87.26,83.94,78.59,73.90
case1663,case3-70-0-0-2-8-0-4-0-0-8,48.50,51.46,46.71,42.66,40.72
case1664,case3-70-0-0-2-8-0-4-1-0-8,70.44,69.13,66.70,63.28,60.77
case1665,case3-70-0-0-2-8-0-8-0-0-8,55.99,57.09,49.47,45.56,43.20
case1666,case3-70-0-0-2-8-0-8-1-0-8,72.83,71.20,69.56,66.13,63.77
case1667,case3-70-0-0-2-8-0-12-0-0-8,65.47,67.64,63.33,59.25,55.59
case1668,case3-70-0-0-2-8-0-12-1-0-8,77.03,77.01,76.42,74.56,71.98
case1669,case3-70-0-0-3-2-0-4-0-0-8,37.34,53.56,62.09,65.45,71.95
case1670,case3-70-0-0-3-2-0-4-1-0-8,45.18,60.22,69.47,72.39,77.27
case1671,case3-70-0-0-3-2-0-8-0-0-8,37.90,54.17,62.81,66.54,72.90
case1672,case3-70-0-0-3-2-0-8-1-0-8,45.66,61.05,70.16,73.20,78.37
case1673,case3-70-0-0-3-2-0-12-0-0-8,42.90,58.51,66.48,70.58,75.88
case1674,case3-70-0-0-3-2-0-12-1-0-8,49.82,64.06,72.63,75.86,79.95
case1675,case3-70-0-0-3-8-0-4-0-0-8,4.50,21.22,44.93,42.51,46.12
case1676,case3-70-0-0-3-8-0-4-1-0-8,7.77,37.85,58.87,59.78,59.78
case1677,case3-70-0-0-3-8-0-8-0-0-8,4.12,19.79,44.67,44.42,47.60
case1678,case3-70-0-0-3-8-0-8-1-0-8,8.39,35.47,58.56,60.32,60.87
case1679,case3-70-0-0-3-8-0-12-0-0-8,5.77,22.15,48.97,52.01,54.06
case1680,case3-70-0-0-3-8-0-12-1-0-8,10.29,36.90,60.31,64.19,65.67
case1681,case3-70-0-1-1-2-1-4-0-0-8,49.24,49.95,45.60,39.33,37.15
case1682,case3-70-0-1-1-2-1-4-1-0-8,61.87,61.22,60.50,59.32,60.72
case1683,case3-70-0-1-1-2-1-8-0-0-8,55.50,56.80,58.52,61.48,63.53
case1684,case3-70-0-1-1-2-1-8-1-0-8,66.67,66.44,68.08,71.08,73.48
case1685,case3-70-0-1-1-2-1-12-0-0-8,61.40,63.37,63.63,64.88,68.58
case1686,case3-70-0-1-1-2-1-12-1-0-8,70.48,70.68,71.81,73.62,76.10
case1687,case3-70-0-1-1-8-1-4-0-0-8,37.39,52.71,60.41,60.91,45.59
case1688,case3-70-0-1-1-8-1-4-1-0-8,46.54,59.61,67.48,69.50,64.46
case1689,case3-70-0-1-1-8-1-8-0-0-8,41.40,55.30,62.97,63.99,55.73
case1690,case3-70-0-1-1-8-1-8-1-0-8,49.49,61.94,69.32,71.43,68.46
case1691,case3-70-0-1-1-8-1-12-0-0-8,46.15,58.71,65.79,66.74,58.57
case1692,case3-70-0-1-1-8-1-12-1-0-8,53.33,64.74,71.61,73.59,70.62
case1693,case3-70-0-1-2-2-1-4-0-0-8,75.26,74.83,61.51,39.06,14.81
case1694,case3-70-0-1-2-2-1-4-1-0-8,83.57,84.12,78.95,70.26,62.83
case1695,case3-70-0-1-2-2-1-8-0-0-8,79.73,80.19,76.77,66.20,51.94
case1696,case3-70-0-1-2-2-1-8-1-0-8,85.96,87.07,84.20,78.56,73.70
case1697,case3-70-0-1-2-2-1-12-0-0-8,83.60,82.76,73.94,62.35,51.67
case1698,case3-70-0-1-2-2-1-12-1-0-8,87.23,87.44,84.11,78.65,74.00
case1699,case3-70-0-1-2-8-1-4-0-0-8,46.36,50.83,46.34,42.50,40.72
case1700,case3-70-0-1-2-8-1-4-1-0-8,71.09,68.90,66.70,63.32,60.89
case1701,case3-70-0-1-2-8-1-8-0-0-8,54.11,56.29,49.14,45.46,43.16
case1702,case3-70-0-1-2-8-1-8-1-0-8,73.18,71.18,69.40,66.22,63.80
case1703,case3-70-0-1-2-8-1-12-0-0-8,63.97,66.68,63.14,59.17,55.57
case1704,case3-70-0-1-2-8-1-12-1-0-8,77.64,77.07,76.41,74.62,72.05
case1705,case3-70-0-1-3-2-1-4-0-0-8,37.36,53.94,62.48,65.56,71.89
case1706,case3-70-0-1-3-2-1-4-1-0-8,45.60,61.00,69.97,72.58,77.19
case1707,case3-70-0-1-3-2-1-8-0-0-8,38.28,54.66,63.14,66.62,72.90
case1708,case3-70-0-1-3-2-1-8-1-0-8,45.94,61.85,70.54,73.35,78.46
case1709,case3-70-0-1-3-2-1-12-0-0-8,42.86,58.72,66.84,70.70,75.91
case1710,case3-70-0-1-3-2-1-12-1-0-8,50.01,64.77,73.05,76.18,79.97
case1711,case3-70-0-1-3-8-1-4-0-0-8,5.70,21.71,45.03,42.81,46.52
case1712,case3-70-0-1-3-8-1-4-1-0-8,8.57,38.17,58.89,59.91,60.01
case1713,case3-70-0-1-3-8-1-8-0-0-8,6.31,19.55,44.65,44.64,47.95
case1714,case3-70-0-1-3-8-1-8-1-0-8,8.52,35.62,58.67,60.50,61.04
case1715,case3-70-0-1-3-8-1-12-0-0-8,8.58,22.62,48.99,52.26,54.29
case1716,case3-70-0-1-3-8-1-12-1-0-8,11.03,37.53,60.40,64.31,65.78
case1717,case3-70-1-0-1-2-0-4-0-0-8,28.07,28.98,29.45,31.02,31.23
case1718,case3-70-1-0-1-2-0-4-1-0-8,41.59,40.78,41.33,42.27,42.76
case1719,case3-70-1-0-1-2-0-8-0-0-8,35.78,35.49,36.42,37.87,38.21
case1720,case3-70-1-0-1-2-0-8-1-0-8,47.27,45.98,47.12,48.27,48.73
case1721,case3-70-1-0-1-2-0-12-0-0-8,46.69,46.20,47.35,49.02,49.68
case1722,case3-70-1-0-1-2-0-12-1-0-8,55.97,54.23,55.48,57.15,57.88
case1723,case3-70-1-0-1-8-0-4-0-0-8,13.41,13.57,13.02,12.69,12.29
case1724,case3-70-1-0-1-8-0-4-1-0-8,19.60,21.04,20.87,21.24,22.25
case1725,case3-70-1-0-1-8-0-8-0-0-8,18.24,16.98,16.01,15.65,15.13
case1726,case3-70-1-0-1-8-0-8-1-0-8,23.86,24.06,23.72,23.93,25.00
case1727,case3-70-1-0-1-8-0-12-0-0-8,25.11,23.91,22.58,22.09,21.24
case1728,case3-70-1-0-1-8-0-12-1-0-8,29.94,29.85,29.31,29.37,30.08
case1729,case3-70-1-0-2-2-0-4-0-0-8,78.46,78.56,78.52,78.65,78.83
case1730,case3-70-1-0-2-2-0-4-1-0-8,78.38,87.84,89.16,89.85,90.35
case1731,case3-70-1-0-2-2-0-8-0-0-8,82.01,81.23,80.13,80.44,80.80
case1732,case3-70-1-0-2-2-0-8-1-0-8,81.15,89.11,90.58,91.16,91.68
case1733,case3-70-1-0-2-2-0-12-0-0-8,88.11,88.25,87.46,86.80,86.78
case1734,case3-70-1-0-2-2-0-12-1-0-8,84.48,91.73,93.08,93.60,94.03
case1735,case3-70-1-0-2-8-0-4-0-0-8,49.00,54.08,45.83,40.58,36.07
case1736,case3-70-1-0-2-8-0-4-1-0-8,66.28,68.91,68.85,66.74,65.20
case1737,case3-70-1-0-2-8-0-8-0-0-8,53.71,55.42,48.89,44.55,40.00
case1738,case3-70-1-0-2-8-0-8-1-0-8,68.83,71.17,70.80,68.64,67.67
case1739,case3-70-1-0-2-8-0-12-0-0-8,63.68,65.82,63.41,57.42,52.67
case1740,case3-70-1-0-2-8-0-12-1-0-8,73.13,77.30,76.39,76.50,74.94
case1741,case3-70-1-1-1-2-1-4-0-0-8,61.80,70.81,76.91,79.83,82.71
case1742,case3-70-1-1-1-2-1-4-1-0-8,69.59,76.15,81.06,83.36,85.73
case1743,case3-70-1-1-1-2-1-8-0-0-8,66.08,73.58,79.26,81.86,84.47
case1744,case3-70-1-1-1-2-1-8-1-0-8,72.65,78.30,82.94,85.11,87.23
case1745,case3-70-1-1-1-2-1-12-0-0-8,71.83,77.88,82.90,85.13,87.38
case1746,case3-70-1-1-1-2-1-12-1-0-8,76.92,81.44,85.70,87.64,89.49
case1747,case3-70-1-1-1-8-1-4-0-0-8,49.69,68.22,80.10,84.61,86.32
case1748,case3-70-1-1-1-8-1-4-1-0-8,55.45,71.48,82.14,86.21,87.89
case1749,case3-70-1-1-1-8-1-8-0-0-8,52.37,69.45,80.88,85.16,86.75
case1750,case3-70-1-1-1-8-1-8-1-0-8,57.62,72.67,82.80,86.68,88.33
case1751,case3-70-1-1-1-8-1-12-0-0-8,56.24,71.76,82.36,86.29,87.72
case1752,case3-70-1-1-1-8-1-12-1-0-8,60.68,74.65,84.06,87.65,89.12
case1753,case3-70-1-1-2-2-1-4-0-0-8,79.23,79.28,78.85,78.92,79.16
case1754,case3-70-1-1-2-2-1-4-1-0-8,81.72,88.76,89.87,90.41,90.83
case1755,case3-70-1-1-2-2-1-8-0-0-8,82.90,81.52,80.60,80.72,80.99
case1756,case3-70-1-1-2-2-1-8-1-0-8,83.80,89.99,91.20,91.70,92.11
case1757,case3-70-1-1-2-2-1-12-0-0-8,83.21,88.61,87.64,87.04,86.98
case1758,case3-70-1-1-2-2-1-12-1-0-8,87.39,92.51,93.60,94.04,94.33
case1759,case3-70-1-1-2-8-1-4-0-0-8,47.55,53.09,45.40,40.25,35.76
case1760,case3-70-1-1-2-8-1-4-1-0-8,66.25,68.69,68.75,66.48,65.07
case1761,case3-70-1-1-2-8-1-8-0-0-8,51.62,54.89,48.49,44.00,39.35
case1762,case3-70-1-1-2-8-1-8-1-0-8,69.08,70.98,70.69,68.41,67.43
case1763,case3-70-1-1-2-8-1-12-0-0-8,62.18,65.46,63.06,57.16,52.35
case1764,case3-70-1-1-2-8-1-12-1-0-8,73.88,77.23,76.30,76.42,74.79
case1765,case3-50-0-0-4-2-0-0-0-4-8,71.70,58.20,46.16,33.09,24.30
case1766,case3-50-0-0-4-2-0-0-0-6-8,79.65,78.61,78.64,72.25,64.94
case1767,case3-50-0-0-4-8-0-0-0-4-8,37.53,25.07,16.62,12.32,7.18
case1768,case3-50-0-0-4-8-0-0-0-6-8,50.95,44.00,33.91,28.73,24.57
case1769,case3-50-1-0-4-2-0-0-0-4-8,49.84,51.94,51.80,54.44,53.72
case1770,case3-50-1-0-4-2-0-0-0-6-8,58.48,61.15,60.50,61.85,62.62
case1771,case3-50-1-0-4-8-0-0-0-4-8,29.59,25.61,24.44,24.71,23.41
case1772,case3-50-1-0-4-8-0-0-0-6-8,35.07,32.66,33.29,31.41,30.85
case1773,case3-70-0-0-4-2-0-0-0-4-8,71.40,59.61,47.89,34.30,25.36
case1774,case3-70-0-0-4-2-0-0-0-6-8,79.61,78.74,78.98,73.21,65.36
case1775,case3-70-0-0-4-8-0-0-0-4-8,37.17,26.23,17.13,12.74,7.88
case1776,case3-70-0-0-4-8-0-0-0-6-8,50.30,44.32,34.78,29.42,25.17
case1777,case3-70-1-0-4-2-0-0-0-4-8,49.32,50.84,50.88,52.73,52.75
case1778,case3-70-1-0-4-2-0-0-0-6-8,57.67,59.84,59.47,60.61,61.57
case1779,case3-70-1-0-4-8-0-0-0-4-8,29.27,27.63,25.61,23.78,24.33
case1780,case3-70-1-0-4-8-0-0-0-6-8,35.32,34.09,34.44,32.14,30.26
