,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case1090,case1-60-0-1-3-1-1-4-0-0-3.png,-155.4,29.6,18.8,17.3,34.4
case1091,case1-60-0-1-3-1-1-4-0-0-6.png,14,81.3,79.1,71.2,69.2
case1092,case1-60-0-1-3-1-1-4-1-0-3.png,-155.5,28.3,18.4,17.6,35.7
case1093,case1-60-0-1-3-1-1-4-1-0-6.png,17.4,81,78.4,70.8,68.9
case1094,case1-60-0-1-3-1-1-8-0-0-3.png,-133.3,35.9,24.2,22.1,38.6
case1095,case1-60-0-1-3-1-1-8-0-0-6.png,16.4,80.1,75.5,67.6,66.3
case1096,case1-60-0-1-3-1-1-8-1-0-3.png,14.6,17.6,15.2,13.9,16.9
case1097,case1-60-0-1-3-1-1-8-1-0-6.png,28.5,32,34.6,35.6,40.8
case1098,case1-60-0-1-3-1-1-12-0-0-3.png,15.6,16.1,16.5,15,21.6
case1099,case1-60-0-1-3-1-1-12-0-0-6.png,30.3,32.8,36,33.9,40.5
case1100,case1-60-0-1-3-1-1-12-1-0-3.png,22.2,21.9,22.1,20.2,27.5
case1101,case1-60-0-1-3-1-1-12-1-0-6.png,35.5,37.8,39.9,38.8,43.7
case1102,case1-60-0-1-3-4-0-0-0-0-0.png,42.7,38.1,42.2,38.5,34.4
case1103,case1-60-0-1-3-4-1-0-0-0-0.png,64,54.9,57.7,55.6,50.3
case1104,case1-60-0-1-3-4-1-0-1-0-0.png,42.7,40.2,45.6,42.1,36.4
case1105,case1-60-0-1-3-4-1-4-0-0-3.png,66.1,62.9,54.9,53.9,51.8
case1106,case1-60-0-1-3-4-1-4-0-0-6.png,55.1,58,59.1,49,44.5
case1107,case1-60-0-1-3-4-1-4-1-0-3.png,70,72.4,70.9,69,63.3
case1108,case1-60-0-1-3-4-1-4-1-0-6.png,8.7,35.2,16.4,15.6,33.3
case1109,case1-60-0-1-3-4-1-8-0-0-3.png,13.7,81.3,77.5,70.4,69.7
case1110,case1-60-0-1-3-4-1-8-0-0-6.png,16.1,34.5,15.9,17.1,34.8
case1111,case1-60-0-1-3-4-1-8-1-0-3.png,16.4,81.1,77.5,70.2,69.2
case1112,case1-60-0-1-3-4-1-8-1-0-6.png,15.3,43.3,24,22.3,38.9
case1113,case1-60-0-1-3-4-1-12-0-0-3.png,13.3,79.9,75.4,67.4,67.2
case1114,case1-60-0-1-3-4-1-12-0-0-6.png,37.4,45.2,58.8,61.2,58.3
case1115,case1-60-0-1-3-4-1-12-1-0-3.png,47.6,55.7,68,70.9,70.4
case1116,case1-60-0-1-3-4-1-12-1-0-6.png,36.3,45.4,59.4,61.7,60.7
case1117,case1-60-0-1-3-10-0-0-0-0-0.png,49.2,55.7,68.6,70,69.8
case1118,case1-60-0-1-3-10-1-0-0-0-0.png,42.2,49,62.2,64,63.5
case1119,case1-60-0-1-3-10-1-0-1-0-0.png,52.3,58.4,70.7,72.2,71.6
case1120,case1-60-0-1-3-10-1-4-0-0-3.png,37.8,37.8,42,38.4,34.9
case1121,case1-60-0-1-3-10-1-4-0-0-6.png,64,55,58.3,55.9,51.9
case1122,case1-60-0-1-3-10-1-4-1-0-3.png,40.2,40.3,44.5,42.3,37.7
case1123,case1-60-0-1-3-10-1-4-1-0-6.png,66.7,63.6,54.8,53.6,51.9
case1124,case1-60-0-1-3-10-1-8-0-0-3.png,55.7,57.9,59.1,49.4,44.6
case1125,case1-60-0-1-3-10-1-8-0-0-6.png,70.4,72.2,71.4,68.8,63.1
case1126,case1-60-0-1-3-10-1-8-1-0-3.png,-153.8,28.6,19.1,16.8,34.1
case1127,case1-60-0-1-3-10-1-8-1-0-6.png,13.9,81,78.6,70.7,68.8
case1128,case1-60-0-1-3-10-1-12-0-0-3.png,-155.5,27.4,18.8,18.1,35.6
case1129,case1-60-0-1-3-10-1-12-0-0-6.png,17,80.9,78.1,70.5,68.6
case1130,case1-60-0-1-3-10-1-12-1-0-3.png,-132.2,35.8,25.4,22.3,38.8
case1131,case1-60-0-1-3-10-1-12-1-0-6.png,15.5,79.8,75.5,67.5,66.2
case1132,case1-60-1-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case1133,case1-60-1-0-1-1-0-0-1-0-0.png,-194.5,-143.5,-454.7,-469.4,-446.7
case1134,case1-60-1-0-1-1-0-4-0-0-3.png,20.2,20.5,21.6,22.5,20.8
case1135,case1-60-1-0-1-1-0-4-0-0-6.png,-162.1,-96.1,-92.8,-263.9,-304.5
case1136,case1-60-1-0-1-1-0-4-1-0-3.png,30,31.7,33.9,34.8,33.9
case1137,case1-60-1-0-1-1-0-4-1-0-6.png,-149.2,-78.8,-65.7,-218.8,-252.6
case1138,case1-60-1-0-1-1-0-8-0-0-3.png,37.9,38.2,40,41.7,41.7
case1139,case1-60-1-0-1-1-0-8-0-0-6.png,-137.1,-75.5,-69.4,-239.4,-271.8
case1140,case1-60-1-0-1-1-0-8-1-0-3.png,0,0,0,0,0
case1141,case1-60-1-0-1-1-0-8-1-0-6.png,-370.3,-388.8,-945.5,-2336.2,-2471.4
case1142,case1-60-1-0-1-1-0-12-0-0-3.png,11.4,11,9.5,9,9.1
case1143,case1-60-1-0-1-1-0-12-0-0-6.png,-377.5,-392,-953.4,-2362,-2445.4
case1144,case1-60-1-0-1-1-0-12-1-0-3.png,23.6,24.5,23.5,23.9,23.7
case1145,case1-60-1-0-1-1-0-12-1-0-6.png,-327.1,-294.7,-2229.7,-2498.8,-2570.2
case1146,case1-60-1-0-1-4-0-0-0-0-0.png,26.4,25.4,23.7,22.5,21.8
case1147,case1-60-1-0-1-4-0-0-1-0-0.png,-304.2,-250,-2144.6,-2417.6,-2498.8
case1148,case1-60-1-0-1-4-0-4-0-0-3.png,0,0,0,0,0
case1149,case1-60-1-0-1-4-0-4-0-0-6.png,19.1,6.4,12.6,11.3,9.4
case1150,case1-60-1-0-1-4-0-4-1-0-3.png,-134.9,-113.3,-360.8,-394,-371
case1151,case1-60-1-0-1-4-0-4-1-0-6.png,34.8,26.4,30.1,30.1,27.2
case1152,case1-60-1-0-1-4-0-8-0-0-3.png,-99.5,-71.8,-55.4,-219.3,-261.8
case1153,case1-60-1-0-1-4-0-8-0-0-6.png,41,35.6,36.4,39.2,38.2
case1154,case1-60-1-0-1-4-0-8-1-0-3.png,-80.7,-56.2,-42.9,-97.7,-180.4
case1155,case1-60-1-0-1-4-0-8-1-0-6.png,47.1,41.3,43.9,45.6,45.4
case1156,case1-60-1-0-1-4-0-12-0-0-3.png,-134.9,-113.3,-360.8,-394,-371
case1157,case1-60-1-0-1-4-0-12-0-0-6.png,0,0,0,0,0
case1158,case1-60-1-0-1-4-0-12-1-0-3.png,-19,-7.3,-7.2,-4.5,-3.6
case1159,case1-60-1-0-1-4-0-12-1-0-6.png,-345.3,-281.4,-361.4,-2192.8,-2390.7
case1160,case1-60-1-0-1-10-0-0-0-0-0.png,-4.3,4.5,3.8,5,6
case1161,case1-60-1-0-1-10-0-0-1-0-0.png,-348.7,-281.4,-361.1,-2183.2,-2372.3
case1162,case1-60-1-0-1-10-0-4-0-0-3.png,9.8,18,17.6,19.4,20.4
case1163,case1-60-1-0-1-10-0-4-0-0-6.png,-299.5,-226.7,-2293.6,-2441,-2530.9
case1164,case1-60-1-0-1-10-0-4-1-0-3.png,13.9,20.7,18.6,18.6,18.6
case1165,case1-60-1-0-1-10-0-4-1-0-6.png,-283.4,-201.4,-2234.2,-2386.2,-2447.2
case1166,case1-60-1-0-1-10-0-8-0-0-3.png,24.2,25.6,27.4,28.5,29.1
case1167,case1-60-1-0-1-10-0-8-0-0-6.png,-154.5,-92.1,-85.6,-253.2,-279.7
case1168,case1-60-1-0-1-10-0-8-1-0-3.png,32.2,34.3,38,38.9,39
case1169,case1-60-1-0-1-10-0-8-1-0-6.png,-154.1,-79.3,-65.2,-200.7,-237.1
case1170,case1-60-1-0-1-10-0-12-0-0-3.png,42,43.5,45,46.6,47.3
case1171,case1-60-1-0-1-10-0-12-0-0-6.png,-145.7,-78.1,-69.8,-232.1,-253.9
case1172,case1-60-1-0-1-10-0-12-1-0-3.png,14.1,12.6,12.2,11.9,12.1
case1173,case1-60-1-0-1-10-0-12-1-0-6.png,-367,-386.1,-941.4,-2353.9,-2445.2
case1174,case1-60-1-0-2-1-0-0-0-0-0.png,27.9,29.1,29.2,29.4,30
case1175,case1-60-1-0-2-1-0-0-1-0-0.png,-320,-281.9,-2159.5,-2410.6,-2532.4
case1176,case1-60-1-0-2-1-0-4-0-0-3.png,30.4,31.7,30.7,29.7,29.2
case1177,case1-60-1-0-2-1-0-4-0-0-6.png,-302.5,-234.7,-2092.5,-2361.8,-2430.3
case1178,case1-60-1-0-2-1-0-4-1-0-3.png,37.7,30.7,34.1,35,34.7
case1179,case1-60-1-0-2-1-0-4-1-0-6.png,-99.2,-69.9,-51.2,-191.7,-232.8
case1180,case1-60-1-0-2-1-0-8-0-0-3.png,42.9,38.1,39.9,42.8,42.8
case1181,case1-60-1-0-2-1-0-8-0-0-6.png,-77.8,-55.8,-41.8,-80.7,-166.4
case1182,case1-60-1-0-2-1-0-8-1-0-3.png,50.8,45.9,48,50.4,50.7
case1183,case1-60-1-0-2-1-0-8-1-0-6.png,-68.4,-53.3,-44.9,-119.5,-197.6
case1184,case1-60-1-0-2-1-0-12-0-0-3.png,1.3,9.1,7.2,8.6,9.3
case1185,case1-60-1-0-2-1-0-12-0-0-6.png,-349.4,-279.1,-367,-2186.1,-2394
case1186,case1-60-1-0-2-1-0-12-1-0-3.png,16.5,24.4,23.5,25.2,26.1
case1187,case1-60-1-0-2-1-0-12-1-0-6.png,-292,-221.5,-2285.6,-2385.5,-2481
case1188,case1-60-1-0-2-4-0-0-0-0-0.png,20.4,28.4,26.7,26.6,26.4
case1189,case1-60-1-0-2-4-0-0-1-0-0.png,-269.9,-189.1,-2164.5,-2324.7,-2399.7
case1190,case1-60-1-0-2-4-0-4-0-0-3.png,0,0,0,0,0
case1191,case1-60-1-0-2-4-0-4-0-0-6.png,-994.1,-992,-948.8,-877.4,-815.4
case1192,case1-60-1-0-2-4-0-4-1-0-3.png,8.3,9.9,10.2,10.6,11
case1193,case1-60-1-0-2-4-0-4-1-0-6.png,-863.9,-854.3,-818.4,-771.8,-711.6
case1194,case1-60-1-0-2-4-0-8-0-0-3.png,11.6,14.3,15.3,15.8,16.3
case1195,case1-60-1-0-2-4-0-8-0-0-6.png,-821.1,-833.5,-783.8,-735.6,-680.7
case1196,case1-60-1-0-2-4-0-8-1-0-3.png,14.4,18.2,18.4,18.6,19.1
case1197,case1-60-1-0-2-4-0-8-1-0-6.png,-835.2,-830.4,-797.7,-731,-687.2
case1198,case1-60-1-0-2-4-0-12-0-0-3.png,0,0,0,0,0
case1199,case1-60-1-0-2-4-0-12-0-0-6.png,-1858.8,-2522.4,-3385,-5363.1,-5958.7
case1200,case1-60-1-0-2-4-0-12-1-0-3.png,2.5,2.3,2.3,2.2,2
case1201,case1-60-1-0-2-4-0-12-1-0-6.png,-1873.4,-2524.4,-3413,-5427.2,-5951.4
case1202,case1-60-1-0-2-10-0-0-0-0-0.png,9.1,8.3,8,7.5,7.2
case1203,case1-60-1-0-2-10-0-0-1-0-0.png,-1717.8,-2672.6,-4078.3,-5492.8,-6049.3
case1204,case1-60-1-0-2-10-0-4-0-0-3.png,9.8,9.2,8.9,9.3,9.3
case1205,case1-60-1-0-2-10-0-4-0-0-6.png,-1812.6,-2488.6,-2895.2,-3826.7,-5717.4
case1206,case1-60-1-0-2-10-0-4-1-0-3.png,0,0,0,0,0
case1207,case1-60-1-0-2-10-0-4-1-0-6.png,1.1,11.8,18.7,19,16.3
case1208,case1-60-1-0-2-10-0-8-0-0-3.png,-1110,-927.2,-779.2,-716,-672.1
case1209,case1-60-1-0-2-10-0-8-0-0-6.png,8.1,20.7,26.4,26.9,24.8
case1210,case1-60-1-0-2-10-0-8-1-0-3.png,-973.7,-807.5,-680.8,-633,-594.6
case1211,case1-60-1-0-2-10-0-8-1-0-6.png,13.4,24,30.4,30.6,28.8
case1212,case1-60-1-0-2-10-0-12-0-0-3.png,-941.4,-796.9,-643,-599.3,-566.6
case1213,case1-60-1-0-2-10-0-12-0-0-6.png,14.9,26.5,32.5,32.7,31.1
case1214,case1-60-1-0-2-10-0-12-1-0-3.png,-984.9,-794.1,-660.4,-605.3,-574.6
case1215,case1-60-1-0-2-10-0-12-1-0-6.png,0,0,0,0,0
case1216,case1-60-1-1-1-1-0-0-0-0-0.png,7.7,3.4,4.3,5.6,5.6
case1217,case1-60-1-1-1-1-1-0-0-0-0.png,-1612.1,-2342.4,-3353.4,-5200.8,-5963.1
case1218,case1-60-1-1-1-1-1-0-1-0-0.png,9.6,5.7,6.4,7.5,7.3
case1219,case1-60-1-1-1-1-1-0-1-0-3.png,-1671,-2314.9,-3339.6,-5156.1,-5930.3
case1220,case1-60-1-1-1-1-1-4-0-0-3.png,15.5,11.4,11.7,12.2,12
case1221,case1-60-1-1-1-1-1-4-0-0-6.png,-1558.8,-2497,-4031.5,-5335.8,-5697.2
case1222,case1-60-1-1-1-1-1-4-1-0-3.png,17.2,12.3,12.4,12.8,12.7
case1223,case1-60-1-1-1-1-1-4-1-0-6.png,-1568.5,-2380.1,-2735.3,-3648.2,-5301.7
case1224,case1-60-1-1-1-1-1-8-0-0-3.png,0,0,0,0,0
case1225,case1-60-1-1-1-1-1-8-0-0-6.png,-969.8,-969.4,-935.4,-874,-821.8
case1226,case1-60-1-1-1-1-1-8-1-0-3.png,5.2,5.5,6.5,6.4,5.8
case1227,case1-60-1-1-1-1-1-8-1-0-6.png,-922.1,-926.8,-881.8,-832.7,-788.1
case1228,case1-60-1-1-1-1-1-12-0-0-3.png,8.4,9.4,9.8,9.3,9.5
case1229,case1-60-1-1-1-1-1-12-0-0-6.png,-941.2,-936.7,-892.3,-837.5,-792.1
case1230,case1-60-1-1-1-1-1-12-1-0-6.png,0,0,0,0,0
case1231,case1-60-1-1-1-4-0-0-0-0-0.png,-1940.1,-2538.4,-3369.1,-5554.7,-6098.7
case1232,case1-60-1-1-1-4-1-0-0-0-0.png,7.7,7.4,7.1,7,6.6
case1233,case1-60-1-1-1-4-1-0-1-0-0.png,-1818.4,-2698.9,-4029.7,-5736.8,-6159.1
case1234,case1-60-1-1-1-4-1-4-0-0-3.png,9.7,8.4,8.3,8.6,8.9
case1235,case1-60-1-1-1-4-1-4-0-0-6.png,-1852.2,-2581.5,-3024.5,-3943.9,-5830.4
case1236,case1-60-1-1-1-4-1-4-1-0-3.png,9.7,21.7,27.3,27.7,25.8
case1237,case1-60-1-1-1-4-1-4-1-0-6.png,-977.9,-809,-679.6,-631.3,-590.3
case1238,case1-60-1-1-1-4-1-8-0-0-3.png,13.7,25.8,31.3,31.5,29.7
case1239,case1-60-1-1-1-4-1-8-0-0-6.png,-972,-780.7,-639.4,-598,-565.8
case1240,case1-60-1-1-1-4-1-8-1-0-3.png,15.7,27.7,33.4,33.7,32.2
case1241,case1-60-1-1-1-4-1-8-1-0-6.png,-976.6,-790.8,-660.2,-608,-572.2
case1242,case1-60-1-1-1-4-1-12-0-0-3.png,10.3,6.4,7.2,8.2,8.1
case1243,case1-60-1-1-1-4-1-12-0-0-6.png,-1635.7,-2326.6,-3271,-5166.8,-5911.2
case1244,case1-60-1-1-1-4-1-12-1-0-3.png,17.1,13.3,13.7,14.1,13.8
case1245,case1-60-1-1-1-4-1-12-1-0-6.png,-1531.2,-2555.3,-3771.5,-5240.6,-5853.5
case1246,case1-60-1-1-1-10-0-0-0-0-0.png,18.8,14.4,14.6,15.2,14.9
case1247,case1-60-1-1-1-10-1-0-0-0-0.png,-1572.8,-2365.9,-2759.3,-3665.7,-5492.2
case1248,case1-60-1-1-1-10-1-0-1-0-0.png,0,0,0,0,0
case1249,case1-60-1-1-1-10-1-4-0-0-3.png,-2363.3,-1863.1,-1849.7,-1738.9,-1613
case1250,case1-60-1-1-1-10-1-4-0-0-6.png,2.8,5.8,5.5,5.8,8
case1251,case1-60-1-1-1-10-1-4-1-0-3.png,-2214.5,-1708.6,-1725.9,-1616.4,-1520.4
case1252,case1-60-1-1-1-10-1-4-1-0-6.png,6.6,7.7,7.7,8.7,8.1
case1253,case1-60-1-1-1-10-1-8-0-0-3.png,-2148.4,-1679,-1669.7,-1574.7,-1482.4
case1254,case1-60-1-1-1-10-1-8-0-0-6.png,4.8,8.1,9.1,9.9,9.5
case1255,case1-60-1-1-1-10-1-8-1-0-3.png,-2176.4,-1684.3,-1689.8,-1579.2,-1485
case1256,case1-60-1-1-1-10-1-8-1-0-6.png,0,0,0,0,0
case1257,case1-60-1-1-1-10-1-12-0-0-3.png,-2344.8,-3559.3,-6797.3,-7460.3,-7939
case1258,case1-60-1-1-1-10-1-12-0-0-6.png,0.7,0.7,0.9,0.4,0.4
case1259,case1-60-1-1-1-10-1-12-1-0-3.png,-2357.7,-3491,-6895.7,-7483.5,-8055.9
case1260,case1-60-1-1-1-10-1-12-1-0-6.png,3.5,3.2,2.8,3,5
case1261,case1-60-1-1-2-1-0-0-0-0-0.png,-2295.8,-3720.5,-5891.7,-6875.5,-7707.3
case1262,case1-60-1-1-2-1-1-0-0-0-0.png,4.4,4,4.1,3.9,5.9
case1263,case1-60-1-1-2-1-1-0-1-0-0.png,-2247.1,-2992.7,-4009.2,-5595.2,-6396.7
case1264,case1-60-1-1-2-1-1-4-0-0-3.png,0,0,0,0,0
case1265,case1-60-1-1-2-1-1-4-0-0-6.png,14.1,19.3,29.2,26.7,20.3
case1266,case1-60-1-1-2-1-1-4-1-0-3.png,-2499.6,-1729.4,-1457.2,-1382.5,-1384.8
case1267,case1-60-1-1-2-1-1-4-1-0-6.png,15.4,24.6,33,31.5,23.9
case1268,case1-60-1-1-2-1-1-8-0-0-3.png,-2361.1,-1614,-1383.5,-1298.8,-1310
case1269,case1-60-1-1-2-1-1-8-0-0-6.png,15.5,24.3,34.3,31.2,25.7
case1270,case1-60-1-1-2-1-1-8-1-0-3.png,-2335.5,-1582.8,-1341.5,-1267.7,-1287.7
case1271,case1-60-1-1-2-1-1-8-1-0-6.png,16.8,26.4,35,33.9,28.6
case1272,case1-60-1-1-2-1-1-12-0-0-3.png,-2347.2,-1580.9,-1345.7,-1270.9,-1283.6
case1273,case1-60-1-1-2-1-1-12-0-0-6.png,0,0,0,0,0
case1274,case1-60-1-1-2-1-1-12-1-0-3.png,12.4,8.4,6.8,6.2,3.3
case1275,case1-60-1-1-2-1-1-12-1-0-6.png,-2050.1,-3564,-6417.9,-7168.5,-8188.5
case1276,case1-60-1-1-2-4-0-0-0-0-0.png,13.2,9.1,7.4,6.9,4.4
case1277,case1-60-1-1-2-4-1-0-0-0-0.png,-2051.8,-3517.3,-5644.5,-6741.6,-7870.6
case1278,case1-60-1-1-2-4-1-0-1-0-0.png,15.7,11.1,9.4,8.4,6.9
case1279,case1-60-1-1-2-4-1-4-0-0-3.png,-2012.4,-3474.4,-6550,-7110.2,-8255.5
case1280,case1-60-1-1-2-4-1-4-0-0-6.png,16.3,12,10.1,9.1,7.7
case1281,case1-60-1-1-2-4-1-4-1-0-3.png,-1997.6,-2828.3,-3938.9,-5355.2,-6448.8
case1282,case1-60-1-1-2-4-1-4-1-0-6.png,6.4,5.5,5.6,5.9,8.7
case1283,case1-60-1-1-2-4-1-8-0-0-3.png,-2207.2,-1719.2,-1719.4,-1619.9,-1520
case1284,case1-60-1-1-2-4-1-8-0-0-6.png,7.3,7.5,8,8.8,8.4
case1285,case1-60-1-1-2-4-1-8-1-0-3.png,-2153.2,-1683.3,-1690.3,-1570.5,-1484.3
case1286,case1-60-1-1-2-4-1-8-1-0-6.png,7.8,7.9,9.5,10.2,10
case1287,case1-60-1-1-2-4-1-12-0-0-3.png,-2168.5,-1677.2,-1669.7,-1575.9,-1482.7
case1288,case1-60-1-1-2-4-1-12-0-0-6.png,0.8,1.2,1.3,0.6,0.8
case1289,case1-60-1-1-2-4-1-12-1-0-3.png,-2325.7,-3460.4,-6873.9,-7580.5,-8078.7
case1290,case1-60-1-1-2-4-1-12-1-0-6.png,4,3.8,3.6,3.7,5.9
case1291,case1-60-1-1-2-10-0-0-0-0-0.png,-2272.6,-3712,-5956.4,-6795.8,-7805.5
case1292,case1-60-1-1-2-10-1-0-0-0-0.png,4.7,4.5,4.7,4.9,7
case1293,case1-60-1-1-2-10-1-0-1-0-0.png,-2299.9,-2979.8,-3977.7,-5451.1,-6435.3
case1294,case1-60-1-1-2-10-1-4-0-0-3.png,16.2,24,33.3,31.6,24.2
case1295,case1-60-1-1-2-10-1-4-0-0-6.png,-2385.5,-1611.8,-1386.3,-1297.1,-1306.2
case1296,case1-60-1-1-2-10-1-4-1-0-3.png,14.8,24.8,34.5,31.9,28.5
case1297,case1-60-1-1-2-10-1-4-1-0-6.png,-2338.4,-1578.3,-1341.9,-1268.2,-1288.2
case1298,case1-60-1-1-2-10-1-8-0-0-3.png,17.7,26.7,35.7,33.9,27.2
case1299,case1-60-1-1-2-10-1-8-0-0-6.png,-2330.9,-1580.1,-1347.2,-1265.6,-1282.9
case1300,case1-60-1-1-2-10-1-8-1-0-3.png,13.5,9.3,7.8,7.1,4.4
case1301,case1-60-1-1-2-10-1-8-1-0-6.png,-2064.1,-3428.9,-6562.8,-7052,-8181.1
case1302,case1-60-1-1-2-10-1-12-0-0-3.png,15.9,11.9,9.9,9.1,7.5
case1303,case1-60-1-1-2-10-1-12-0-0-6.png,-1966.4,-3540.8,-6295.8,-6946.6,-8166.7
case1304,case1-60-1-1-2-10-1-12-1-0-3.png,16.7,12.5,10.6,9.6,8.4
case1305,case1-60-1-1-2-10-1-12-1-0-6.png,-2008.8,-2851.5,-3894.5,-5291.6,-6405.6
case1306,case2-30-0-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case1307,case2-30-0-0-1-1-0-0-1-0-0.png,64.5,52.1,54.5,49.6,42.8
case1308,case2-30-0-0-1-1-0-4-0-0-3.png,66.5,62.4,60.1,52.7,27.3
case1309,case2-30-0-0-1-1-0-4-0-0-6.png,80.9,75.6,75.3,69.9,65.3
case1310,case2-30-0-0-1-1-0-4-1-0-3.png,67.5,57.9,64.6,60.6,58.5
case1311,case2-30-0-0-1-1-0-4-1-0-6.png,85,81.1,82.7,81.9,80.7
case1312,case2-30-0-0-1-1-0-8-0-0-3.png,75.2,75.9,74.7,74.2,71.4
case1313,case2-30-0-0-1-1-0-8-0-0-6.png,85.8,85.3,84.7,83.1,82.3
case1314,case2-30-0-0-1-1-0-8-1-0-3.png,0,0,0,0,0
case1315,case2-30-0-0-1-1-0-8-1-0-6.png,84.1,78.5,74.1,69.6,57.8
case1316,case2-30-0-0-1-1-0-12-0-0-3.png,81.7,74.9,73.9,65.8,44.7
case1317,case2-30-0-0-1-1-0-12-0-0-6.png,90.3,86.1,85.1,80.5,72.3
case1318,case2-30-0-0-1-1-0-12-1-0-3.png,89.8,87,86.1,84.3,81.8
case1319,case2-30-0-0-1-1-0-12-1-0-6.png,93.4,90.9,90.1,88.3,86.7
case1320,case2-30-0-0-1-4-0-0-0-0-0.png,89.8,84.9,84.2,80.9,76.6
case1321,case2-30-0-0-1-4-0-0-1-0-0.png,93.2,90.1,89.3,87,85
case1322,case2-30-0-0-1-4-0-4-0-0-3.png,0,0,0,0,0
case1323,case2-30-0-0-1-4-0-4-0-0-6.png,32.2,42.1,48,35.5,29
case1324,case2-30-0-0-1-4-0-4-1-0-3.png,54.5,66.2,76.7,81.8,83.7
case1325,case2-30-0-0-1-4-0-4-1-0-6.png,57.1,75.4,82.6,85.6,86.9
case1326,case2-30-0-0-1-4-0-8-0-0-3.png,54.8,67.3,77.2,81.9,84.1
case1327,case2-30-0-0-1-4-0-8-0-0-6.png,57.4,75.9,82.9,85.8,87
case1328,case2-30-0-0-1-4-0-8-1-0-3.png,59.2,70.6,79.8,84.1,85.7
case1329,case2-30-0-0-1-4-0-8-1-0-6.png,32.2,42.1,48,35.5,29
case1330,case2-30-0-0-1-4-0-12-0-0-3.png,0,0,0,0,0
case1331,case2-30-0-0-1-4-0-12-0-0-6.png,-6.1,7.1,7.5,5.3,4.2
case1332,case2-30-0-0-1-4-0-12-1-0-3.png,61,54.3,56.5,51.9,46.2
case1333,case2-30-0-0-1-4-0-12-1-0-6.png,63.3,66.7,64.9,56.8,31
case1334,case2-30-0-0-1-10-0-0-0-0-0.png,78.8,77.5,76.6,71.3,67.8
case1335,case2-30-0-0-1-10-0-0-1-0-0.png,66.9,61.2,66.7,62.8,60.2
case1336,case2-30-0-0-1-10-0-4-0-0-3.png,82.4,83.6,83.8,82.7,81.6
case1337,case2-30-0-0-1-10-0-4-0-0-6.png,74,78.5,76.7,75.2,73
case1338,case2-30-0-0-1-10-0-4-1-0-3.png,84.5,86.3,85.9,84.3,83.7
case1339,case2-30-0-0-1-10-0-4-1-0-6.png,0,0,0,0,0
case1340,case2-30-0-0-1-10-0-8-0-0-3.png,-5.8,2,0.1,0.9,-3.6
case1341,case2-30-0-0-1-10-0-8-0-0-6.png,83,78.2,74.1,68.6,52.3
case1342,case2-30-0-0-1-10-0-8-1-0-3.png,80.8,74.7,73.6,65.4,37.7
case1343,case2-30-0-0-1-10-0-8-1-0-6.png,90.9,86.1,85,80,71.9
case1344,case2-30-0-0-1-10-0-12-0-0-3.png,89.4,86.8,86.3,84.2,80.3
case1345,case2-30-0-0-1-10-0-12-0-0-6.png,92.9,90.9,90,88,84.5
case1346,case2-30-0-0-1-10-0-12-1-0-3.png,89.5,85,83.8,79.6,73.3
case1347,case2-30-0-0-1-10-0-12-1-0-6.png,92.9,90.1,89.3,86.7,83.1
case1348,case2-30-0-0-2-1-0-0-0-0-0.png,0,0,0,0,0
case1349,case2-30-0-0-2-1-0-0-1-0-0.png,1.1,0,0.9,-0.1,-0.8
case1350,case2-30-0-0-2-1-0-4-0-0-3.png,32.1,42.2,48.1,35.6,25.2
case1351,case2-30-0-0-2-1-0-4-0-0-6.png,53.4,66.9,77,81.7,83.6
case1352,case2-30-0-0-2-1-0-4-1-0-3.png,62.5,75.9,82.9,85.7,86.8
case1353,case2-30-0-0-2-1-0-4-1-0-6.png,55.4,67.6,77.4,82.2,84
case1354,case2-30-0-0-2-1-0-8-0-0-3.png,62.3,76.3,83,85.8,87
case1355,case2-30-0-0-2-1-0-8-0-0-6.png,59.9,71.2,80,84.1,85.6
case1356,case2-30-0-0-2-1-0-8-1-0-3.png,66.7,78.9,85.1,87.5,88.4
case1357,case2-30-0-0-2-1-0-8-1-0-6.png,68.9,65.4,64.8,56.8,49.3
case1358,case2-30-0-0-2-1-0-12-0-0-3.png,81.9,75.9,76,71.6,69.4
case1359,case2-30-0-0-2-1-0-12-0-0-6.png,68.6,64.7,65,65.2,67.4
case1360,case2-30-0-0-2-1-0-12-1-0-3.png,84.7,81.9,83.6,82.8,82.7
case1361,case2-30-0-0-2-1-0-12-1-0-6.png,76.4,76.7,77.1,76.9,76.5
case1362,case2-30-0-0-2-4-0-0-0-0-0.png,86.3,85.8,85.5,84.2,83.3
case1363,case2-30-0-0-2-4-0-0-1-0-0.png,82.5,74.1,76.2,69.8,59.1
case1364,case2-30-0-0-2-4-0-4-0-0-3.png,90.4,86.3,85.6,81.8,76.6
case1365,case2-30-0-0-2-4-0-4-0-0-6.png,90.1,87.3,87,85.4,84
case1366,case2-30-0-0-2-4-0-4-1-0-3.png,93.4,91.1,90.4,88.8,87.6
case1367,case2-30-0-0-2-4-0-4-1-0-6.png,90.3,85.7,84.8,81.7,79.1
