,Å´ÉPÅ[ÉXñºÇì¸óÕ,å¯â uÅÉ1,å¯â 1ÅÖuÅÉ2,å¯â 2ÅÖuÅÉ3,å¯â 3ÅÖuÅÉ10,å¯â uÅÑ10
case1028,case1-60-0-1-1-4-1-4-1-0-6.png,68.6,69.8,73.2,72,57.3
case1029,case1-60-0-1-1-4-1-8-0-0-6.png,63.1,67.7,71.3,73.6,69.4
case1030,case1-60-0-1-1-4-1-8-1-0-6.png,75.2,77.4,79.9,81.1,76.2
case1031,case1-60-0-1-1-4-1-12-0-0-6.png,66.6,72.4,75.6,77.7,75.1
case1032,case1-60-0-1-1-4-1-12-1-0-6.png,77.8,80,82.3,83.6,80.4
case1033,case1-60-0-1-2-4-1-4-0-0-6.png,63.8,67.3,66.7,62.5,56.8
case1034,case1-60-0-1-2-4-1-4-1-0-6.png,79.5,81.1,81.2,80.7,74.7
case1035,case1-60-0-1-2-4-1-8-0-0-6.png,69.3,73.2,74.8,71.3,65.9
case1036,case1-60-0-1-2-4-1-8-1-0-6.png,82.9,84,83,83.7,81.9
case1037,case1-60-0-1-2-4-1-12-0-0-6.png,75.6,78.4,79.8,79.2,68.6
case1038,case1-60-0-1-2-4-1-12-1-0-6.png,84.7,87.8,87.6,87.3,82.3
case1039,case1-60-0-1-3-4-1-4-0-0-6.png,20.6,28.7,43.3,63.8,70.7
case1040,case1-60-0-1-3-4-1-4-1-0-6.png,30.1,39.4,55.8,72,78.7
case1041,case1-60-0-1-3-4-1-8-0-0-6.png,18.8,27.3,43.7,63.4,71.6
case1042,case1-60-0-1-3-4-1-8-1-0-6.png,30.4,38.6,55.8,72.2,78.6
case1043,case1-60-0-1-3-4-1-12-0-0-6.png,29.5,35,51.1,69,76.3
case1044,case1-60-0-1-3-4-1-12-1-0-6.png,34.4,44.6,61.3,75.9,81.6
case1045,case1-60-0-0-1-10-0-0-0-0-0.png,0,0,0,0,0
case1046,case1-60-0-0-1-10-0-0-1-0-0.png,16.7,21.5,23.7,26.4,31.1
case1047,case1-60-0-0-1-10-0-4-0-0-3.png,12.2,17,14.9,13.1,12.9
case1048,case1-60-0-0-1-10-0-4-1-0-3.png,28.6,31.5,34.5,35.1,38.8
case1049,case1-60-0-0-1-10-0-8-0-0-3.png,26.6,30.4,28.6,26.6,30.7
case1050,case1-60-0-0-1-10-0-8-1-0-3.png,39.2,43,44.6,44.4,48.8
case1051,case1-60-0-0-1-10-0-12-0-0-3.png,33.2,36.4,36.4,34,37.1
case1052,case1-60-0-0-1-10-0-12-1-0-3.png,43.6,46.5,49.1,49.4,54
case1053,case1-60-0-0-2-10-0-0-0-0-0.png,0,0,0,0,0
case1054,case1-60-0-0-2-10-0-0-1-0-0.png,47.6,31.9,38.7,37.4,35.2
case1055,case1-60-0-0-2-10-0-4-0-0-3.png,47.9,41.8,43.1,40,37.4
case1056,case1-60-0-0-2-10-0-4-1-0-3.png,66.6,57.3,58.6,56.6,50.3
case1057,case1-60-0-0-2-10-0-8-0-0-3.png,50.6,49.5,51.4,44.8,38.9
case1058,case1-60-0-0-2-10-0-8-1-0-3.png,70.8,68.6,61.6,56.3,56.7
case1059,case1-60-0-0-2-10-0-12-0-0-3.png,61.2,60.4,58.8,55.3,52.2
case1060,case1-60-0-0-2-10-0-12-1-0-3.png,75.8,76.1,73.8,67.9,62.9
case1061,case1-60-0-0-3-10-0-0-0-0-0.png,0,0,0,0,0
case1062,case1-60-0-0-3-10-0-0-1-0-0.png,67.2,75.2,70.8,60.2,51.7
case1063,case1-60-0-0-3-10-0-4-0-0-3.png,66.1,43,37,30.9,43.6
case1064,case1-60-0-0-3-10-0-4-1-0-3.png,67.8,77.2,74,66.2,67.4
case1065,case1-60-0-0-3-10-0-8-0-0-3.png,68.7,47.9,35.2,31.5,44.2
case1066,case1-60-0-0-3-10-0-8-1-0-3.png,68.5,77.2,74.1,65.9,67
case1067,case1-60-0-0-3-10-0-12-0-0-3.png,69.3,47.3,47.4,41.3,52.7
case1068,case1-60-0-0-3-10-0-12-1-0-3.png,69.1,77.8,75.1,68,69.3
case1069,case1-60-0-1-1-10-0-0-0-0-0.png,0,0,0,0,0
case1070,case1-60-0-1-1-10-1-0-0-0-0.png,26.5,34.7,51.5,55,49.8
case1071,case1-60-0-1-1-10-1-0-1-0-0.png,39.5,48.5,63,67,65.6
case1072,case1-60-0-1-1-10-1-4-0-0-3.png,37.2,45,58.6,60.7,56.4
case1073,case1-60-0-1-1-10-1-4-1-0-3.png,47.5,55.3,68.1,70.7,69.3
case1074,case1-60-0-1-1-10-1-8-0-0-3.png,45.7,52.9,65.2,66.7,65.2
case1075,case1-60-0-1-1-10-1-8-1-0-3.png,54.6,61.5,72.6,74.6,74.3
case1076,case1-60-0-1-1-10-1-12-0-0-3.png,51,57.8,68.7,70.1,68.3
case1077,case1-60-0-1-1-10-1-12-1-0-3.png,58.5,64.9,74.9,77,76.8
case1078,case1-60-0-1-2-10-0-0-0-0-0.png,0,0,0,0,0
case1079,case1-60-0-1-2-10-1-0-0-0-0.png,-3.8,-1.1,-0.7,0.8,-0.1
case1080,case1-60-0-1-2-10-1-0-1-0-0.png,46.4,32,39.1,38.3,35.3
case1081,case1-60-0-1-2-10-1-4-0-0-3.png,46,41.9,43.9,40.6,38.3
case1082,case1-60-0-1-2-10-1-4-1-0-3.png,65.3,57,61.3,56.3,50.9
case1083,case1-60-0-1-2-10-1-8-0-0-3.png,48.2,50.4,49.5,44.7,39.6
case1084,case1-60-0-1-2-10-1-8-1-0-3.png,69.7,67.7,62.4,56.4,57.2
case1085,case1-60-0-1-2-10-1-12-0-0-3.png,57.5,59.8,57.7,55.3,52.9
case1086,case1-60-0-1-2-10-1-12-1-0-3.png,75.5,75.4,74,69.4,65.1
case1087,case1-60-0-1-3-10-0-0-0-0-0.png,0,0,0,0,0
case1088,case1-60-0-1-3-10-1-0-0-0-0.png,-161.7,3.3,2.2,-2,-6
case1089,case1-60-0-1-3-10-1-0-1-0-0.png,4.8,76.9,71.5,59.9,47.6
case1090,case1-60-0-1-3-10-1-4-0-0-3.png,7.4,53.5,37.2,31.4,40.2
case1091,case1-60-0-1-3-10-1-4-1-0-3.png,7.3,78.8,75.5,66.5,64.9
case1092,case1-60-0-1-3-10-1-8-0-0-3.png,-117,44.9,35.6,30.5,40.6
case1093,case1-60-0-1-3-10-1-8-1-0-3.png,11.5,78.8,75.1,66.2,64.5
case1094,case1-60-0-1-3-10-1-12-0-0-3.png,11.7,56.6,47.3,40.9,50
case1095,case1-60-0-1-3-10-1-12-1-0-3.png,12.7,79.5,75.9,68.2,66.9
case1096,case1-60-0-0-1-10-0-4-0-0-6.png,14.8,17.8,15.1,13.2,13.5
case1097,case1-60-0-0-1-10-0-4-1-0-6.png,27.7,31.9,34.3,35.2,38.9
case1098,case1-60-0-0-1-10-0-8-0-0-6.png,26.8,29.8,28.7,26.7,30.9
case1099,case1-60-0-0-1-10-0-8-1-0-6.png,37.7,41.9,44.6,44.2,48.9
case1100,case1-60-0-0-1-10-0-12-0-0-6.png,33.1,35.4,36.5,33.8,37.3
case1101,case1-60-0-0-1-10-0-12-1-0-6.png,42.4,46.9,49.4,49.6,54.1
case1102,case1-60-0-0-2-10-0-4-0-0-6.png,47.4,42.5,42.9,40,38.3
case1103,case1-60-0-0-2-10-0-4-1-0-6.png,66.3,66.6,60.2,55.3,52.4
case1104,case1-60-0-0-2-10-0-8-0-0-6.png,52.3,51.6,50.8,45.1,39.3
case1105,case1-60-0-0-2-10-0-8-1-0-6.png,70.5,68.3,61.9,56.2,56.5
case1106,case1-60-0-0-2-10-0-12-0-0-6.png,61.9,59.8,57.9,55.5,52.9
case1107,case1-60-0-0-2-10-0-12-1-0-6.png,76.1,75.1,73.3,67.5,62.3
case1108,case1-60-0-0-3-10-0-4-0-0-6.png,65.7,42.1,38.1,31.1,43.5
case1109,case1-60-0-0-3-10-0-4-1-0-6.png,67.6,77.2,74.2,66.2,67.4
case1110,case1-60-0-0-3-10-0-8-0-0-6.png,68.7,40.9,37.4,31.5,44.3
case1111,case1-60-0-0-3-10-0-8-1-0-6.png,68.5,77.1,74.3,66,66.8
case1112,case1-60-0-0-3-10-0-12-0-0-6.png,69.1,44.8,47.8,41.9,53.2
case1113,case1-60-0-0-3-10-0-12-1-0-6.png,68.8,77.4,74.9,68.4,70.1
case1114,case1-60-0-1-1-10-1-4-0-0-6.png,36.5,44.5,58.6,60.7,56.7
case1115,case1-60-0-1-1-10-1-4-1-0-6.png,46.9,55.1,68,70.7,69.4
case1116,case1-60-0-1-1-10-1-8-0-0-6.png,45.4,52.7,65.3,66.9,65.2
case1117,case1-60-0-1-1-10-1-8-1-0-6.png,54.1,61.6,72.4,74.6,74.5
case1118,case1-60-0-1-1-10-1-12-0-0-6.png,50.2,57.5,68.8,70,68.4
case1119,case1-60-0-1-1-10-1-12-1-0-6.png,57.9,64.7,75,77,76.7
case1120,case1-60-0-1-2-10-1-4-0-0-6.png,43.9,40.9,43.5,40.6,38.8
case1121,case1-60-0-1-2-10-1-4-1-0-6.png,64.8,57.3,61.1,57.1,51.2
case1122,case1-60-0-1-2-10-1-8-0-0-6.png,49.2,50,48.9,44.9,39.5
case1123,case1-60-0-1-2-10-1-8-1-0-6.png,69.6,67.4,62.6,57,56.6
case1124,case1-60-0-1-2-10-1-12-0-0-6.png,57.2,59.3,57.8,55.4,53.4
case1125,case1-60-0-1-2-10-1-12-1-0-6.png,75.3,73.6,73.5,69.2,65
case1126,case1-60-0-1-3-10-1-4-0-0-6.png,6.1,52.8,37.9,31.9,40
case1127,case1-60-0-1-3-10-1-4-1-0-6.png,7.2,78.6,75.6,66.4,64.5
case1128,case1-60-0-1-3-10-1-8-0-0-6.png,-122.3,44.4,37.3,30.9,41
case1129,case1-60-0-1-3-10-1-8-1-0-6.png,10.8,79,75.3,66.3,64.2
case1130,case1-60-0-1-3-10-1-12-0-0-6.png,11.9,54.8,47.5,41.9,50.6
case1131,case1-60-0-1-3-10-1-12-1-0-6.png,12.5,79,75.6,68.5,67.7
case1132,case1-60-1-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case1133,case1-60-1-0-1-1-0-0-1-0-0.png,37.5,80.2,77.9,73.6,70.2
case1134,case1-60-1-0-1-1-0-4-0-0-3.png,43.2,78.8,61.9,54.1,49.2
case1135,case1-60-1-0-1-1-0-4-1-0-3.png,56.4,87.2,88.7,89.3,87.8
case1136,case1-60-1-0-1-1-0-8-0-0-3.png,66.3,88.2,89.2,89.1,85.9
case1137,case1-60-1-0-1-1-0-8-1-0-3.png,65.6,90.6,91.9,92.8,92.8
case1138,case1-60-1-0-1-1-0-12-0-0-3.png,75.3,91.9,92.6,93.1,92.9
case1139,case1-60-1-0-1-1-0-12-1-0-3.png,72.1,92.8,94,94.8,95
case1140,case1-60-1-0-2-1-0-0-0-0-0.png,0,0,0,0,0
case1141,case1-60-1-0-2-1-0-0-1-0-0.png,94.4,94.9,93.6,89.6,89.8
case1142,case1-60-1-0-2-1-0-4-0-0-3.png,96.2,93.4,92.1,90.9,89.6
case1143,case1-60-1-0-2-1-0-4-1-0-3.png,97.4,97.7,98.1,98.2,98.2
case1144,case1-60-1-0-2-1-0-8-0-0-3.png,96.9,94.5,93.9,93,92.4
case1145,case1-60-1-0-2-1-0-8-1-0-3.png,97.6,98.1,98.5,98.6,98.7
case1146,case1-60-1-0-2-1-0-12-0-0-3.png,98.6,98.4,97.8,97.1,96.5
case1147,case1-60-1-0-2-1-0-12-1-0-3.png,97.9,98.5,98.9,99,99.1
case1148,case1-60-1-1-1-1-0-0-0-0-0.png,0,0,0,0,0
case1149,case1-60-1-1-1-1-1-0-0-0-0.png,28.2,57.3,54,57,59.1
case1150,case1-60-1-1-1-1-1-0-1-0-0.png,59.6,90.5,91.3,89.4,88.3
case1151,case1-60-1-1-1-1-1-4-0-0-3.png,54.9,88.4,84.6,81.1,79.2
case1152,case1-60-1-1-1-1-1-4-1-0-3.png,73.3,93.7,94.8,95.4,95.5
case1153,case1-60-1-1-1-1-1-8-0-0-3.png,70,93.4,94.5,95,94.2
case1154,case1-60-1-1-1-1-1-8-1-0-3.png,80.8,95.7,96.4,96.9,97.1
case1155,case1-60-1-1-1-1-1-12-0-0-3.png,75.6,94.8,95.9,96.5,96.7
case1156,case1-60-1-1-1-1-1-12-1-0-3.png,84.8,96.7,97.3,97.8,98
case1157,case1-60-1-1-2-1-0-0-0-0-0.png,0,0,0,0,0
case1158,case1-60-1-1-2-1-1-0-0-0-0.png,-1.5,2.7,4.8,3.4,0.8
case1159,case1-60-1-1-2-1-1-0-1-0-0.png,95.1,95.5,96,95.2,77.8
case1160,case1-60-1-1-2-1-1-4-0-0-3.png,96.2,93.5,92.6,91,89.8
case1161,case1-60-1-1-2-1-1-4-1-0-3.png,97.6,97.9,98.3,98.3,98.4
case1162,case1-60-1-1-2-1-1-8-0-0-3.png,96.8,94.8,94.2,93,92.5
case1163,case1-60-1-1-2-1-1-8-1-0-3.png,98,98.3,98.6,98.7,98.8
case1164,case1-60-1-1-2-1-1-12-0-0-3.png,98.4,98.2,97.8,97,96.5
case1165,case1-60-1-1-2-1-1-12-1-0-3.png,98.4,98.7,99,99,99.1
case1166,case1-60-1-0-1-1-0-4-0-0-6.png,44.7,79.6,65.9,61,57.8
case1167,case1-60-1-0-1-1-0-4-1-0-6.png,56.9,87.4,89,89.8,89.5
case1168,case1-60-1-0-1-1-0-8-0-0-6.png,65.7,88,89,89.2,87.3
case1169,case1-60-1-0-1-1-0-8-1-0-6.png,63.4,90.4,92,92.8,92.8
case1170,case1-60-1-0-1-1-0-12-0-0-6.png,73.1,91.5,92.1,92.8,92.8
case1171,case1-60-1-0-1-1-0-12-1-0-6.png,70.2,92.1,93.6,94.6,94.9
case1172,case1-60-1-0-2-1-0-4-0-0-6.png,96.2,93.4,92.7,91.6,91.3
case1173,case1-60-1-0-2-1-0-4-1-0-6.png,97.3,97.7,98,98.2,98.3
case1174,case1-60-1-0-2-1-0-8-0-0-6.png,96.7,94.2,94,93.1,92.7
case1175,case1-60-1-0-2-1-0-8-1-0-6.png,97.6,98.1,98.4,98.6,98.7
case1176,case1-60-1-0-2-1-0-12-0-0-6.png,98.5,98.1,97.6,96.8,96.5
case1177,case1-60-1-0-2-1-0-12-1-0-6.png,97.9,98.5,98.8,98.9,99
case1178,case1-60-1-1-1-1-1-4-0-0-6.png,56.8,89.1,86,86.2,82.8
case1179,case1-60-1-1-1-1-1-4-1-0-6.png,73.1,93.8,94.9,95.6,95.9
case1180,case1-60-1-1-1-1-1-8-0-0-6.png,69.6,93.3,94.4,95,94.8
case1181,case1-60-1-1-1-1-1-8-1-0-6.png,80.5,95.6,96.4,96.9,97.1
case1182,case1-60-1-1-1-1-1-12-0-0-6.png,74.5,94.6,95.8,96.4,96.8
case1183,case1-60-1-1-1-1-1-12-1-0-6.png,83.9,96.5,97.2,97.7,97.9
case1184,case1-60-1-1-2-1-1-4-0-0-6.png,96.4,93.6,92.7,91.7,91.5
case1185,case1-60-1-1-2-1-1-4-1-0-6.png,97.6,97.8,98.2,98.3,98.5
case1186,case1-60-1-1-2-1-1-8-0-0-6.png,96.7,94.4,94.1,93.1,92.7
case1187,case1-60-1-1-2-1-1-8-1-0-6.png,98,98.2,98.6,98.7,98.8
case1188,case1-60-1-1-2-1-1-12-0-0-6.png,98.2,98,97.6,96.8,96.4
case1189,case1-60-1-1-2-1-1-12-1-0-6.png,98.3,98.7,99,99,99.1
case1190,case1-60-1-0-1-4-0-0-0-0-0.png,0,0,0,0,0
case1191,case1-60-1-0-1-4-0-0-1-0-0.png,34.6,35.5,34.2,34.2,36.1
case1192,case1-60-1-0-1-4-0-4-0-0-3.png,26,30.5,29.7,28.6,27
case1193,case1-60-1-0-1-4-0-4-1-0-3.png,49.2,52.3,50.5,50.8,51.4
case1194,case1-60-1-0-1-4-0-8-0-0-3.png,41.6,47.3,46.4,46.9,45.5
case1195,case1-60-1-0-1-4-0-8-1-0-3.png,58.8,63.2,61.5,61.8,62
case1196,case1-60-1-0-1-4-0-12-0-0-3.png,49.3,54.9,55.3,55.8,55
case1197,case1-60-1-0-1-4-0-12-1-0-3.png,63.5,68.7,68.3,68.4,68.4
case1198,case1-60-1-0-2-4-0-0-0-0-0.png,0,0,0,0,0
case1199,case1-60-1-0-2-4-0-0-1-0-0.png,78.1,68.5,67.2,63.5,57.7
case1200,case1-60-1-0-2-4-0-4-0-0-3.png,69.8,72,71.5,67.6,62.4
case1201,case1-60-1-0-2-4-0-4-1-0-3.png,86.7,88,85.4,85.2,84.8
case1202,case1-60-1-0-2-4-0-8-0-0-3.png,75.4,78.9,77.7,73.4,67.6
case1203,case1-60-1-0-2-4-0-8-1-0-3.png,88.8,88.7,86.9,86.4,85.8
case1204,case1-60-1-0-2-4-0-12-0-0-3.png,84.8,84.5,84.2,83.8,83.9
case1205,case1-60-1-0-2-4-0-12-1-0-3.png,90.3,92.2,91.1,90.4,90.9
case1206,case1-60-1-1-1-4-0-0-0-0-0.png,0,0,0,0,0
case1207,case1-60-1-1-1-4-1-0-0-0-0.png,42.9,55.1,65.6,71.7,74.6
case1208,case1-60-1-1-1-4-1-0-1-0-0.png,63.1,72.7,78,81.8,83.9
case1209,case1-60-1-1-1-4-1-4-0-0-3.png,56.6,68.4,75.2,79.7,81.4
case1210,case1-60-1-1-1-4-1-4-1-0-3.png,70.8,79,83.4,86.2,87.7
case1211,case1-60-1-1-1-4-1-8-0-0-3.png,66.7,75.6,81.1,84.4,85.9
case1212,case1-60-1-1-1-4-1-8-1-0-3.png,76.3,83.6,87,89.3,90.3
case1213,case1-60-1-1-1-4-1-12-0-0-3.png,70.1,79.5,84.2,87,88.2
case1214,case1-60-1-1-1-4-1-12-1-0-3.png,78.7,85.8,88.9,91,91.9
case1215,case1-60-1-1-2-4-0-0-0-0-0.png,0,0,0,0,0
case1216,case1-60-1-1-2-4-1-0-0-0-0.png,-8.4,-3.8,3.7,-1.6,0.8
case1217,case1-60-1-1-2-4-1-0-1-0-0.png,80.2,68.8,69.1,62.3,57.1
case1218,case1-60-1-1-2-4-1-4-0-0-3.png,68,71.5,72.8,66.8,60.7
case1219,case1-60-1-1-2-4-1-4-1-0-3.png,87,86.9,86.1,85.7,85
case1220,case1-60-1-1-2-4-1-8-0-0-3.png,73.3,77.7,78,74,67.3
case1221,case1-60-1-1-2-4-1-8-1-0-3.png,88.7,88.4,87.6,86.6,85.9
case1222,case1-60-1-1-2-4-1-12-0-0-3.png,83.5,83.7,84.4,83.8,83.8
case1223,case1-60-1-1-2-4-1-12-1-0-3.png,90.5,92.4,91.7,90.7,91
case1224,case1-60-1-0-1-4-0-4-0-0-6.png,25,30.5,29,29,27.6
case1225,case1-60-1-0-1-4-0-4-1-0-6.png,48.9,52.2,50.5,51,51.5
case1226,case1-60-1-0-1-4-0-8-0-0-6.png,42,47.1,46.5,46.2,45.1
case1227,case1-60-1-0-1-4-0-8-1-0-6.png,58.6,62.7,61.6,61.4,61.8
case1228,case1-60-1-0-1-4-0-12-0-0-6.png,49.5,55,54.9,55.1,54.7
case1229,case1-60-1-0-1-4-0-12-1-0-6.png,62.6,68.2,67.6,67.8,68.1
case1230,case1-60-1-0-2-4-0-4-0-0-6.png,69.6,72.5,71.7,67.8,62
case1231,case1-60-1-0-2-4-0-4-1-0-6.png,86.3,87.9,85.2,85.1,84.8
case1232,case1-60-1-0-2-4-0-8-0-0-6.png,74.9,78.4,78.2,73.2,68.7
case1233,case1-60-1-0-2-4-0-8-1-0-6.png,88.4,88.5,86.8,86.3,85.7
case1234,case1-60-1-0-2-4-0-12-0-0-6.png,84.8,84.5,83.6,83.6,84.1
case1235,case1-60-1-0-2-4-0-12-1-0-6.png,90.3,92.3,91.1,90.2,90.7
case1236,case1-60-1-1-1-4-1-4-0-0-6.png,57.5,67.8,75.6,79.7,81.4
case1237,case1-60-1-1-1-4-1-4-1-0-6.png,70.5,79.1,83.5,86.2,87.8
case1238,case1-60-1-1-1-4-1-8-0-0-6.png,66.5,75.8,81.1,84.2,85.9
case1239,case1-60-1-1-1-4-1-8-1-0-6.png,76.1,83.4,86.9,89.2,90.2
case1240,case1-60-1-1-1-4-1-12-0-0-6.png,69.8,79.3,83.9,86.9,88.1
case1241,case1-60-1-1-1-4-1-12-1-0-6.png,78.4,85.4,88.8,90.9,91.8
case1242,case1-60-1-1-2-4-1-4-0-0-6.png,67.6,71.7,72.4,67.6,61.9
case1243,case1-60-1-1-2-4-1-4-1-0-6.png,86.8,86.8,86.1,85.6,85
case1244,case1-60-1-1-2-4-1-8-0-0-6.png,73.4,77.5,78.2,73.2,68.7
case1245,case1-60-1-1-2-4-1-8-1-0-6.png,88.5,88.5,87.4,86.5,85.8
case1246,case1-60-1-1-2-4-1-12-0-0-6.png,83.5,84.7,84.8,84.7,83.6
case1247,case1-60-1-1-2-4-1-12-1-0-6.png,90.5,92.4,91.6,90.5,90.7
case1248,case1-60-1-0-1-10-0-0-0-0-0.png,0,0,0,0,0
case1249,case1-60-1-0-1-10-0-0-1-0-0.png,22.5,24.3,26.3,28.1,32
case1250,case1-60-1-0-1-10-0-4-0-0-3.png,14.8,16.7,15.3,13.7,15.3
case1251,case1-60-1-0-1-10-0-4-1-0-3.png,32.1,32.9,36.4,37.4,41.1
case1252,case1-60-1-0-1-10-0-8-0-0-3.png,26.8,27.1,28.7,26.4,27.5
case1253,case1-60-1-0-1-10-0-8-1-0-3.png,39.8,40.9,45.2,46.1,49.4
case1254,case1-60-1-0-1-10-0-12-0-0-3.png,32.7,33.3,36.8,34.9,35.2
case1255,case1-60-1-0-1-10-0-12-1-0-3.png,44.8,45.7,50.3,51.7,54.6
case1256,case1-60-1-0-2-10-0-0-0-0-0.png,0,0,0,0,0
case1257,case1-60-1-0-2-10-0-0-1-0-0.png,59.9,55.2,50.3,47.5,49.9
case1258,case1-60-1-0-2-10-0-4-0-0-3.png,52.4,49.5,47.2,42.9,40.2
case1259,case1-60-1-0-2-10-0-4-1-0-3.png,73.7,74.3,69.5,66,60.9
case1260,case1-60-1-0-2-10-0-8-0-0-3.png,58.7,57.8,52.4,48.1,43.4
case1261,case1-60-1-0-2-10-0-8-1-0-3.png,77,76.3,72.5,70,65.7
case1262,case1-60-1-0-2-10-0-12-0-0-3.png,68.9,68.9,65.2,60.4,57.6
case1263,case1-60-1-0-2-10-0-12-1-0-3.png,81,82.1,80.9,78.2,74.9
case1264,case1-60-1-1-1-10-0-0-0-0-0.png,0,0,0,0,0
case1265,case1-60-1-1-1-10-1-0-0-0-0.png,26.3,43.8,59.9,66.8,69
case1266,case1-60-1-1-1-10-1-0-1-0-0.png,41.2,57.9,70.3,76.2,78.9
case1267,case1-60-1-1-1-10-1-4-0-0-3.png,35.9,53.1,66,71.3,73.6
case1268,case1-60-1-1-1-10-1-4-1-0-3.png,48.2,62.7,74.4,79.1,81.6
case1269,case1-60-1-1-1-10-1-8-0-0-3.png,44.7,59,71,75.4,77.3
case1270,case1-60-1-1-1-10-1-8-1-0-3.png,54.2,66.2,77.6,82,84.2
case1271,case1-60-1-1-1-10-1-12-0-0-3.png,49.5,61.9,74,78.2,79.7
case1272,case1-60-1-1-1-10-1-12-1-0-3.png,57.8,68.6,79.9,83.6,85.7
case1273,case1-60-1-1-2-10-0-0-0-0-0.png,0,0,0,0,0
case1274,case1-60-1-1-2-10-1-0-0-0-0.png,-2.8,-2.5,-1.5,-0.6,2.1
case1275,case1-60-1-1-2-10-1-0-1-0-0.png,57.8,54.8,49.6,48.2,51.2
case1276,case1-60-1-1-2-10-1-4-0-0-3.png,50.1,48.5,46.9,43.1,42.1
case1277,case1-60-1-1-2-10-1-4-1-0-3.png,74.1,73.9,69.9,67.3,62.2
case1278,case1-60-1-1-2-10-1-8-0-0-3.png,57.4,56.5,52.5,47.9,44.6
case1279,case1-60-1-1-2-10-1-8-1-0-3.png,76.9,75.9,73.1,70.2,66.7
case1280,case1-60-1-1-2-10-1-12-0-0-3.png,67.7,68.5,64.9,60.2,60
case1281,case1-60-1-1-2-10-1-12-1-0-3.png,81,82,81.2,78.3,75.4
case1282,case1-60-1-0-1-10-0-4-0-0-6.png,14.7,16.5,16.1,13.6,15.2
case1283,case1-60-1-0-1-10-0-4-1-0-6.png,31.7,32.5,36.7,37.5,40.9
case1284,case1-60-1-0-1-10-0-8-0-0-6.png,25.6,26.2,28,26.4,27.4
case1285,case1-60-1-0-1-10-0-8-1-0-6.png,39.3,40,44.4,46.1,49.3
case1286,case1-60-1-0-1-10-0-12-0-0-6.png,32.9,33.4,35.8,34.8,35.4
case1287,case1-60-1-0-1-10-0-12-1-0-6.png,44.9,44.9,49.8,51.2,54.4
case1288,case1-60-1-0-2-10-0-4-0-0-6.png,53.5,50.3,47.4,43.2,40.5
case1289,case1-60-1-0-2-10-0-4-1-0-6.png,74,73.9,69.8,66,60.9
case1290,case1-60-1-0-2-10-0-8-0-0-6.png,59.8,57.1,52.9,47.9,43.1
case1291,case1-60-1-0-2-10-0-8-1-0-6.png,77.2,76,72.7,69.9,66
case1292,case1-60-1-0-2-10-0-12-0-0-6.png,68.4,68.1,64.6,60.2,58.1
case1293,case1-60-1-0-2-10-0-12-1-0-6.png,80.4,82,80.7,78,74.9
case1294,case1-60-1-1-1-10-1-4-0-0-6.png,35.3,52.9,66.1,71.3,73.6
case1295,case1-60-1-1-1-10-1-4-1-0-6.png,48.5,62.8,74.1,79.2,81.6
case1296,case1-60-1-1-1-10-1-8-0-0-6.png,43.3,58.9,71,75.5,77.3
case1297,case1-60-1-1-1-10-1-8-1-0-6.png,53.9,66.6,77.8,81.9,84.1
case1298,case1-60-1-1-1-10-1-12-0-0-6.png,49.1,62,74.3,78.1,79.7
case1299,case1-60-1-1-1-10-1-12-1-0-6.png,57.8,68.6,79.9,83.6,85.6
case1300,case1-60-1-1-2-10-1-4-0-0-6.png,51.4,49.7,47.9,43.2,42.2
case1301,case1-60-1-1-2-10-1-4-1-0-6.png,73.7,73.3,70.3,66.7,62.2
case1302,case1-60-1-1-2-10-1-8-0-0-6.png,56.4,56.1,52.9,48.3,45
case1303,case1-60-1-1-2-10-1-8-1-0-6.png,77.4,76.4,73,70.3,66.8
case1304,case1-60-1-1-2-10-1-12-0-0-6.png,66.6,67.6,64.2,60.7,59
case1305,case1-60-1-1-2-10-1-12-1-0-6.png,80.6,81.9,80.8,78.3,75.5
case1306,case2-30-0-0-1-1-0-0-0-0-0.png,0,0,0,0,0
case1307,case2-30-0-0-1-1-0-0-1-0-0.png,44.7,44.7,41.8,41.5,45.9
case1308,case2-30-0-0-1-1-0-4-0-0-4.png,57.3,63.1,62.2,62.9,61.7
case1309,case2-30-0-0-1-1-0-4-1-0-4.png,73.6,75.4,75.5,76.3,76.5
case1310,case2-30-0-0-1-1-0-8-0-0-4.png,64.9,70.4,70.6,72.1,73.3
case1311,case2-30-0-0-1-1-0-8-1-0-4.png,77.2,78.9,79.3,80.5,81.9
case1312,case2-30-0-0-1-1-0-12-0-0-4.png,74.8,79.8,80.4,80.9,81.8
case1313,case2-30-0-0-1-1-0-12-1-0-4.png,82.7,84.8,85.7,87,87.9
case1314,case2-30-0-0-2-1-0-0-0-0-0.png,0,0,0,0,0
case1315,case2-30-0-0-2-1-0-0-1-0-0.png,90.2,85.2,83.9,81.7,71.3
case1316,case2-30-0-0-2-1-0-4-0-0-4.png,92.9,91.9,88.7,87.5,87.8
case1317,case2-30-0-0-2-1-0-4-1-0-4.png,97,97.3,97.4,97.6,97.8
case1318,case2-30-0-0-2-1-0-8-0-0-4.png,92.8,92.5,91.9,90.4,90
case1319,case2-30-0-0-2-1-0-8-1-0-4.png,96.9,97.4,97.6,97.8,97.9
